"year","zone","indicator","measure","value"
"2008-2009","S01002100","Estimated Median Gross Total Household Income Per Week","Median",579
"2008-2009","S01002100","Estimated Median Net Total Household Income Per Week","Median",438
"2008-2009","S01002100","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",406
"2008-2009","S01002100","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",368
"2008-2009","S01002100","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",406
"2008-2009","S01002100","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",509
"2008-2009","S01002100","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",366
"2008-2009","S01002101","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",29
"2008-2009","S01002101","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",29
"2008-2009","S01002101","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",29
"2008-2009","S01002101","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",22
"2008-2009","S01002101","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",36
"2008-2009","S01002101","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01002101","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01002101","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",12
"2008-2009","S01002101","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",45
"2008-2009","S01002101","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01002101","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",62
"2008-2009","S01002101","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",68
"2008-2009","S01002101","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",78
"2008-2009","S01002101","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",40
"2008-2009","S01002101","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01002101","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",63
"2008-2009","S01002101","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",69
"2008-2009","S01002101","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",76
"2008-2009","S01002101","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",42
"2008-2009","S01002101","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01002101","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",359
"2008-2009","S01002101","Estimated Median Gross Total Household Income Per Week","Median",413
"2008-2009","S01002101","Estimated Median Net Total Household Income Per Week","Median",311
"2008-2009","S01002101","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",396
"2008-2009","S01002101","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",359
"2008-2009","S01002101","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",372
"2008-2009","S01002101","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",407
"2008-2009","S01002101","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",350
"2008-2009","S01002102","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01002102","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01002102","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",25
"2008-2009","S01002102","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",20
"2008-2009","S01002102","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",24
"2008-2009","S01002102","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",21
"2008-2009","S01002102","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01002102","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",4
"2008-2009","S01002102","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",45
"2008-2009","S01002102","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",58
"2008-2009","S01002102","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",66
"2008-2009","S01002102","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",75
"2008-2009","S01002102","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",84
"2008-2009","S01002102","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",41
"2008-2009","S01002102","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01002102","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",67
"2008-2009","S01002102","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",76
"2008-2009","S01002102","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",89
"2008-2009","S01002102","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",30
"2008-2009","S01002102","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002102","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",349
"2008-2009","S01002102","Estimated Median Gross Total Household Income Per Week","Median",422
"2008-2009","S01002102","Estimated Median Net Total Household Income Per Week","Median",323
"2008-2009","S01002102","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",362
"2008-2009","S01002102","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",334
"2008-2009","S01002102","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",375
"2008-2009","S01002102","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",452
"2008-2009","S01002102","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",323
"2008-2009","S01002103","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",7
"2008-2009","S01002103","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",7
"2008-2009","S01002103","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",16
"2008-2009","S01002103","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",15
"2008-2009","S01002103","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",20
"2008-2009","S01002103","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01002103","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01002103","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002103","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",20
"2008-2009","S01002103","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",27
"2008-2009","S01002103","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",36
"2008-2009","S01002103","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",48
"2008-2009","S01002103","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",66
"2008-2009","S01002103","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",19
"2008-2009","S01002103","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",27
"2008-2009","S01002103","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",35
"2008-2009","S01002103","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",47
"2008-2009","S01002103","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",67
"2008-2009","S01002103","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",8
"2008-2009","S01002103","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01002103","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",548
"2008-2009","S01002103","Estimated Median Gross Total Household Income Per Week","Median",571
"2008-2009","S01002103","Estimated Median Net Total Household Income Per Week","Median",495
"2008-2009","S01002103","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",439
"2008-2009","S01002103","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",414
"2008-2009","S01002103","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",460
"2008-2009","S01002103","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",575
"2008-2009","S01002103","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",397
"2008-2009","S01002104","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",30
"2008-2009","S01002104","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",30
"2008-2009","S01002104","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",31
"2008-2009","S01002104","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",27
"2008-2009","S01002104","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",37
"2008-2009","S01002104","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",31
"2008-2009","S01002104","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",35
"2008-2009","S01002104","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",10
"2008-2009","S01002104","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",43
"2008-2009","S01002104","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",60
"2008-2009","S01002104","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",73
"2008-2009","S01002104","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",79
"2008-2009","S01002104","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",83
"2008-2009","S01002104","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",34
"2008-2009","S01002104","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01002104","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",68
"2008-2009","S01002104","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",75
"2008-2009","S01002104","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",86
"2008-2009","S01002104","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",18
"2008-2009","S01002104","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",12
"2008-2009","S01002104","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",328
"2008-2009","S01002104","Estimated Median Gross Total Household Income Per Week","Median",393
"2008-2009","S01002104","Estimated Median Net Total Household Income Per Week","Median",294
"2008-2009","S01002104","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",388
"2008-2009","S01002104","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",306
"2008-2009","S01002104","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",334
"2008-2009","S01002104","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",403
"2008-2009","S01002104","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",333
"2008-2009","S01002105","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002105","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002105","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",14
"2008-2009","S01002105","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",13
"2008-2009","S01002105","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01002105","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",9
"2008-2009","S01002105","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",10
"2008-2009","S01002105","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002105","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",18
"2008-2009","S01002105","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",21
"2008-2009","S01002105","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",23
"2008-2009","S01002105","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",27
"2008-2009","S01002105","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",37
"2008-2009","S01002105","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",19
"2008-2009","S01002105","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",22
"2008-2009","S01002105","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",24
"2008-2009","S01002105","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",29
"2008-2009","S01002105","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",37
"2008-2009","S01002105","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01002105","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01002105","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",687
"2008-2009","S01002105","Estimated Median Gross Total Household Income Per Week","Median",709
"2008-2009","S01002105","Estimated Median Net Total Household Income Per Week","Median",622
"2008-2009","S01002105","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",563
"2008-2009","S01002105","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",596
"2008-2009","S01002105","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",589
"2008-2009","S01002105","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",715
"2008-2009","S01002105","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",514
"2008-2009","S01002106","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01002106","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01002106","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",36
"2008-2009","S01002106","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",29
"2008-2009","S01002106","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01002106","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",23
"2008-2009","S01002106","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",32
"2008-2009","S01002106","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",3
"2008-2009","S01002106","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",41
"2008-2009","S01002106","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01002106","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",63
"2008-2009","S01002106","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",69
"2008-2009","S01002106","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",74
"2008-2009","S01002106","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",33
"2008-2009","S01002106","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",45
"2008-2009","S01002106","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",55
"2008-2009","S01002106","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",62
"2008-2009","S01002106","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",73
"2008-2009","S01002106","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",29
"2008-2009","S01002106","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01002106","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",335
"2008-2009","S01002106","Estimated Median Gross Total Household Income Per Week","Median",432
"2008-2009","S01002106","Estimated Median Net Total Household Income Per Week","Median",322
"2008-2009","S01002106","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",341
"2008-2009","S01002106","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",329
"2008-2009","S01002106","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",306
"2008-2009","S01002106","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",372
"2008-2009","S01002106","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",286
"2008-2009","S01002107","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",10
"2008-2009","S01002107","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",10
"2008-2009","S01002107","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",20
"2008-2009","S01002107","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",19
"2008-2009","S01002107","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",23
"2008-2009","S01002107","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",19
"2008-2009","S01002107","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",17
"2008-2009","S01002107","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",4
"2008-2009","S01002107","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",25
"2008-2009","S01002107","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",35
"2008-2009","S01002107","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",45
"2008-2009","S01002107","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",56
"2008-2009","S01002107","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",73
"2008-2009","S01002107","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",23
"2008-2009","S01002107","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",33
"2008-2009","S01002107","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",43
"2008-2009","S01002107","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",55
"2008-2009","S01002107","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",74
"2008-2009","S01002107","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",12
"2008-2009","S01002107","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",3
"2008-2009","S01002107","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",518
"2008-2009","S01002107","Estimated Median Gross Total Household Income Per Week","Median",548
"2008-2009","S01002107","Estimated Median Net Total Household Income Per Week","Median",450
"2008-2009","S01002107","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",383
"2008-2009","S01002107","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",345
"2008-2009","S01002107","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",382
"2008-2009","S01002107","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",479
"2008-2009","S01002107","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",347
"2008-2009","S01002108","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01002108","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",18
"2008-2009","S01002108","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",39
"2008-2009","S01002108","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",32
"2008-2009","S01002108","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",24
"2008-2009","S01002108","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01002108","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",41
"2008-2009","S01002108","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",3
"2008-2009","S01002108","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",44
"2008-2009","S01002108","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",58
"2008-2009","S01002108","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",66
"2008-2009","S01002108","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",71
"2008-2009","S01002108","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",74
"2008-2009","S01002108","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",33
"2008-2009","S01002108","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",44
"2008-2009","S01002108","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",54
"2008-2009","S01002108","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",61
"2008-2009","S01002108","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",74
"2008-2009","S01002108","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",31
"2008-2009","S01002108","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",6
"2008-2009","S01002108","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",308
"2008-2009","S01002108","Estimated Median Gross Total Household Income Per Week","Median",434
"2008-2009","S01002108","Estimated Median Net Total Household Income Per Week","Median",325
"2008-2009","S01002108","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",313
"2008-2009","S01002108","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",346
"2008-2009","S01002108","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",290
"2008-2009","S01002108","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",310
"2008-2009","S01002108","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",261
"2008-2009","S01002109","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",16
"2008-2009","S01002109","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",16
"2008-2009","S01002109","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",28
"2008-2009","S01002109","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",21
"2008-2009","S01002109","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",23
"2008-2009","S01002109","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",15
"2008-2009","S01002109","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",23
"2008-2009","S01002109","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",2
"2008-2009","S01002109","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",29
"2008-2009","S01002109","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",40
"2008-2009","S01002109","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",51
"2008-2009","S01002109","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",59
"2008-2009","S01002109","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",69
"2008-2009","S01002109","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",24
"2008-2009","S01002109","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",33
"2008-2009","S01002109","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",42
"2008-2009","S01002109","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",52
"2008-2009","S01002109","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",65
